Date,Median Apparent Resistivity
2024-07-05 01:00:00,28.75363594857015
2024-07-05 03:00:00,28.745962042957
2024-07-05 11:00:00,28.79507384009845
2024-07-05 13:00:00,28.783426737096597
2024-07-05 15:00:00,28.779658982430547
2024-07-05 17:00:00,28.497740880092152
2024-07-05 19:00:00,28.47152451035345
2024-07-05 21:00:00,28.50316905100805
2024-07-05 23:00:00,28.47296993489045
2024-07-06 03:00:00,28.4379030579413
2024-07-06 11:00:00,26.4514231480087
2024-07-06 13:00:00,25.603548006163102
2024-07-06 15:00:00,25.306438915079802
2024-07-06 17:00:00,25.26128299464925
2024-07-06 19:00:00,25.84618973913685
2024-07-06 21:00:00,25.62825627249185
2024-07-06 23:00:00,25.43152976791165
2024-07-07 01:00:00,25.25694096086685
2024-07-07 03:00:00,25.1273875239123
2024-07-07 11:00:00,24.677022797489997
2024-07-07 13:00:00,24.514692603723397
2024-07-07 15:00:00,24.40101943357265
2024-07-08 21:00:00,23.7235255313696
2024-07-08 23:00:00,23.735354222547848
2024-07-11 11:00:00,23.513360777019052
2024-07-11 13:00:00,23.4237745878914
2024-07-11 15:00:00,23.0897499279801
2024-07-11 17:00:00,23.0206923037287
2024-07-11 19:00:00,23.0298032092532
2024-07-11 21:00:00,23.11030604798905
2024-07-11 23:00:00,23.13442406183955
2024-07-12 01:00:00,23.16513372125275
2024-07-12 03:00:00,23.19647398680295
2024-07-12 11:00:00,23.121982882089753
2024-07-12 13:00:00,23.093811076273298
2024-07-12 15:00:00,22.912107672038502
2024-07-12 17:00:00,22.89275906548005
2024-07-12 19:00:00,22.927371091318
2024-07-12 21:00:00,22.94646429997375
2024-07-12 23:00:00,22.94455610998855
2024-07-13 01:00:00,22.960498076557748
2024-07-13 03:00:00,22.979448183477302
2024-07-13 11:00:00,22.7301106107476
2024-07-13 13:00:00,22.7593364214765
2024-07-13 15:00:00,22.7891368431541
2024-07-13 17:00:00,22.8393654015758
2024-07-13 19:00:00,22.880974490750297
2024-07-13 21:00:00,22.90025822771915
2024-07-13 23:00:00,22.9454865135577
2024-07-14 01:00:00,22.99489127094715
2024-07-14 03:00:00,23.01903584566995
2024-07-14 11:00:00,22.76698573389005
2024-07-14 13:00:00,22.7537746724011
2024-07-14 15:00:00,22.767362670119752
2024-07-14 17:00:00,22.8118880360434
2024-07-14 19:00:00,22.839626132160753
2024-07-14 21:00:00,22.899644120453452
2024-07-14 23:00:00,22.9357835992609
2024-07-15 01:00:00,22.98344650018405
2024-07-15 03:00:00,23.03008303509735
2024-07-15 11:00:00,23.17252045363055
2024-07-15 13:00:00,23.184115751947303
2024-07-15 15:00:00,23.115470282901
2024-07-15 17:00:00,23.1391677364166
2024-07-15 19:00:00,23.153896992159147
2024-07-15 21:00:00,23.17165073078725
2024-07-15 23:00:00,23.185681535154252
2024-07-16 01:00:00,23.211406538480702
2024-07-16 03:00:00,23.233234810473
2024-07-16 11:00:00,23.221131666606652
2024-07-16 13:00:00,23.22603799734135
2024-07-16 15:00:00,23.08852929194355
2024-07-16 17:00:00,23.1303968363324
2024-07-16 19:00:00,23.159148478794002
2024-07-16 21:00:00,23.165216731913752
2024-07-16 23:00:00,23.19069390875235
2024-07-17 01:00:00,23.20779920771295
2024-07-17 03:00:00,23.220919548463698
2024-07-17 11:00:00,23.2006861456707
2024-07-17 13:00:00,22.686722351055153
2024-07-17 15:00:00,23.00219849526065
2024-07-17 17:00:00,23.130420960244
2024-07-17 19:00:00,23.237209352660003
2024-07-17 21:00:00,23.268781010622448
2024-07-17 23:00:00,23.3067506775447
2024-07-18 01:00:00,23.3636841477784
2024-07-18 03:00:00,23.3984619234147
2024-07-19 01:00:00,22.34809921693375
2024-07-19 03:00:00,22.3738171404887
2024-07-19 11:00:00,22.487117745154997
2024-07-19 13:00:00,22.53023102377475
2024-07-19 17:00:00,22.2322364347613
2024-07-19 21:00:00,22.190983026076452
2024-07-19 23:00:00,22.1992024596933
2024-07-20 01:00:00,22.225173824765648
2024-07-20 03:00:00,22.254377847076398
2024-07-20 11:00:00,22.34523382164445
2024-07-20 13:00:00,22.15031273421165
2024-07-20 15:00:00,22.22131182607895
2024-07-20 17:00:00,22.30548233580755
2024-07-20 19:00:00,22.3566700556051
2024-07-20 21:00:00,22.3970515618704
2024-07-20 23:00:00,22.44285347261735
2024-07-21 01:00:00,22.486667258767902
2024-07-21 03:00:00,22.532581021394748
2024-07-21 11:00:00,22.224713615531698
2024-07-21 13:00:00,22.25271517697165
2024-07-21 15:00:00,22.329030346052498
2024-07-21 17:00:00,22.4213905575187
2024-07-21 19:00:00,22.48567311444075
2024-07-21 21:00:00,22.535053776198552
2024-07-21 23:00:00,22.58304521838125
2024-07-22 01:00:00,22.6306554813468
2024-07-22 03:00:00,22.6743363274307
2024-07-22 11:00:00,22.04388159312535
2024-07-22 13:00:00,22.0627217892512
2024-07-22 15:00:00,22.13341637668165
2024-07-22 17:00:00,22.24480132647815
2024-07-22 19:00:00,22.3180931931632
2024-07-22 21:00:00,22.359140347658247
2024-07-22 23:00:00,22.40335283991645
2024-07-23 01:00:00,22.4472738975837
2024-07-23 03:00:00,22.48129614521455
2024-07-23 11:00:00,22.1756591099003
2024-07-23 13:00:00,22.19278846917605
2024-07-23 15:00:00,22.2712249131432
2024-07-23 17:00:00,22.35653146315475
2024-07-23 19:00:00,22.4009821556239
2024-07-23 21:00:00,22.4320776341856
2024-07-24 01:00:00,22.23547685557455
2024-07-24 03:00:00,22.09889502023055
2024-07-24 11:00:00,22.1334834725591
2024-07-24 13:00:00,22.10253751379145
2024-07-24 15:00:00,22.13879420672725
2024-07-24 19:00:00,22.077392662171903
2024-07-24 21:00:00,22.071275206738697
2024-07-24 23:00:00,22.000352026389947
2024-07-29 15:00:00,24.80605115985735
2024-07-29 17:00:00,24.7831735311728
2024-07-29 19:00:00,24.3541142418768
2024-07-29 21:00:00,24.2032510297989
2024-07-29 23:00:00,24.2575789620629
2024-07-30 01:00:00,24.3019160931809
2024-07-30 03:00:00,24.34284232569795
2024-07-30 11:00:00,24.0894372472534
2024-07-30 13:00:00,24.157954006841102
2024-07-30 15:00:00,24.18641398394285
2024-07-30 17:00:00,24.2210780796859
2024-07-30 19:00:00,24.2346656656482
2024-07-30 21:00:00,24.240804382423498
2024-07-30 23:00:00,24.2555854609586
2024-07-31 01:00:00,24.30073623314135
2024-07-31 11:00:00,24.40425383006615
2024-07-31 13:00:00,24.4359633277221
2024-07-31 15:00:00,24.462190782790948
2024-07-31 17:00:00,24.47379872997005
2024-07-31 19:00:00,24.49323146249135
2024-07-31 21:00:00,24.4960048940245
2024-07-31 23:00:00,24.53063344396815
2024-08-01 01:00:00,24.55716847956765
2024-08-01 03:00:00,24.5865552143525
2024-08-01 11:00:00,23.84904405202595
2024-08-01 13:00:00,23.51020521126535
2024-08-01 15:00:00,23.5028001402281
2024-08-01 17:00:00,23.627086893992
2024-08-01 19:00:00,23.6487211290789
2024-08-01 21:00:00,23.687536014191203
2024-08-01 23:00:00,23.60863213552345
2024-08-02 01:00:00,23.2523189784633
2024-08-02 03:00:00,23.2383965312117
2024-08-02 11:00:00,23.2667203235344
2024-08-02 15:00:00,23.4021813036148
2024-08-02 17:00:00,23.501102296525048
2024-08-02 19:00:00,23.55260929165825
2024-08-02 23:00:00,23.59951884968715
2024-08-03 01:00:00,23.6300248089971
2024-08-03 03:00:00,23.662608631144998
2024-08-03 11:00:00,23.2069895578954
2024-08-03 13:00:00,23.25369107054935
2024-08-03 15:00:00,23.3330807675753
2024-08-03 17:00:00,23.3637077933082
2024-08-03 21:00:00,23.35681409829985
2024-08-03 23:00:00,23.37906703155695
2024-08-04 01:00:00,23.3920878501793
2024-08-04 03:00:00,23.4238979985409
2024-08-04 11:00:00,22.76789301485825
2024-08-04 13:00:00,22.7467371224118
2024-08-04 15:00:00,22.717594917647
2024-08-04 17:00:00,22.7522848170351
2024-08-04 21:00:00,22.81538163759715
2024-08-04 23:00:00,22.818093533435402
2024-08-05 01:00:00,22.835177326203798
2024-08-05 03:00:00,22.860988983137098
2024-08-05 11:00:00,22.84920178811305
2024-08-05 13:00:00,22.89664360748015
2024-08-05 15:00:00,22.971340559232452
2024-08-05 17:00:00,23.074568792270803
2024-08-05 19:00:00,23.106337005683
2024-08-05 21:00:00,23.125098744610902
2024-08-05 23:00:00,23.13704033791965
2024-08-06 01:00:00,23.144202323165253
2024-08-06 03:00:00,23.1673611789779
2024-08-06 11:00:00,23.2286796961595
2024-08-06 13:00:00,23.2802456469391
2024-08-06 15:00:00,23.363666753910152
2024-08-06 17:00:00,23.4031842165707
2024-08-06 19:00:00,23.426346828739902
2024-08-06 21:00:00,23.4429904231737
2024-08-06 23:00:00,23.456808637758
2024-08-07 01:00:00,23.4754489849677
2024-08-07 03:00:00,23.4837988280183
2024-08-07 11:00:00,23.6314976895015
2024-08-07 13:00:00,23.682010201317098
2024-08-07 15:00:00,23.72938053923755
2024-08-07 17:00:00,23.7835873615416
2024-08-07 19:00:00,23.745384215300447
2024-08-07 21:00:00,23.7641738160437
2024-08-07 23:00:00,23.77463856905415
2024-08-08 01:00:00,23.79951239490535
2024-08-08 03:00:00,23.81717965309075
2024-08-08 11:00:00,23.809683345230702
2024-08-08 13:00:00,23.8021404582872
2024-08-08 15:00:00,23.811043325927898
2024-08-08 17:00:00,23.81859300984315
2024-08-08 19:00:00,23.8542370136433
2024-08-08 21:00:00,23.8788905499963
2024-08-08 23:00:00,23.89663645319885
2024-08-09 01:00:00,23.91790506021585
2024-08-09 03:00:00,23.9418335013637
2024-08-09 13:00:00,23.8938821361427
2024-08-09 15:00:00,23.47770224258685
2024-08-09 19:00:00,23.1943399789255
2024-08-09 21:00:00,23.1452962344273
2024-08-09 23:00:00,23.11970550074265
2024-08-10 01:00:00,23.10215817393765
2024-08-10 03:00:00,23.09908954689635
2024-08-10 11:00:00,22.604491092765798
2024-08-10 13:00:00,22.646969060998302
2024-08-10 15:00:00,22.7385060054234
2024-08-10 17:00:00,22.786470489584552
2024-08-10 19:00:00,22.81957392294635
2024-08-10 21:00:00,22.8329430619682
2024-08-10 23:00:00,22.836841647504897
2024-08-11 01:00:00,22.86100383227625
2024-08-11 03:00:00,22.896877472338147
2024-08-11 11:00:00,22.59325888859085
2024-08-11 13:00:00,22.59831535878715
2024-08-11 15:00:00,22.62676990891125
2024-08-11 17:00:00,22.49148117223125
2024-08-11 19:00:00,22.50761203620825
2024-08-11 21:00:00,22.50607202740975
2024-08-11 23:00:00,22.5145995737568
2024-08-12 01:00:00,22.529537972200252
2024-08-12 03:00:00,22.5497471419323
2024-08-12 11:00:00,22.5680455827811
2024-08-12 13:00:00,22.58049453240205
2024-08-12 15:00:00,22.62640973475245
2024-08-12 17:00:00,22.6355279791767
2024-08-12 19:00:00,22.67332380772585
2024-08-12 21:00:00,22.68063620089565
2024-08-12 23:00:00,22.6990315781947
2024-08-13 01:00:00,22.723590526780903
2024-08-13 03:00:00,22.756239931775347
2024-08-13 11:00:00,22.382459849320547
2024-08-13 15:00:00,22.63093796247465
2024-08-13 17:00:00,22.8110865683972
2024-08-13 19:00:00,22.90486681893465
2024-08-13 21:00:00,22.97550155089195
2024-08-13 23:00:00,23.0185164384341
2024-08-14 01:00:00,23.0644274928134
2024-08-14 03:00:00,23.108885851870703
2024-08-14 11:00:00,23.111069239974398
2024-08-14 13:00:00,23.12550553886905
2024-08-14 15:00:00,23.1710093982493
2024-08-14 17:00:00,23.218144926491348
2024-08-14 19:00:00,23.2443915909751
2024-08-14 21:00:00,23.276960522297102
2024-08-14 23:00:00,23.2463320863342
2024-08-15 01:00:00,23.27282277098775
