date,median_RHOA,Q1_RHOA,Q3_RHOA
2024/03/01 12:00,29.829753924858224,25.60149772284457,56.07178430120503
2024/03/18 01:00,30.976266620180667,26.466592732927797,59.303522968874184
2024/03/18 03:00,31.014957900596443,26.50007198092631,59.350672067497804
2024/03/18 11:00,30.566696535096007,26.039772369898337,59.19610137424062
2024/03/18 13:00,30.486764578986698,25.96484958667323,59.10192117126113
2024/03/18 15:00,30.533938619565987,26.00583706270519,58.810452063888626
2024/03/18 17:00,30.64888543739415,26.1069252314162,59.34064393630094
2024/03/18 19:00,30.731779309125432,26.192544411114195,59.49766276269276
2024/03/18 21:00,30.74396030501006,26.20034209900739,59.550942871136485
2024/03/18 23:00,30.764154193015948,26.215640082947523,59.702447728053905
2024/03/19 01:00,30.789383908121593,26.22393441855914,59.69492255782072
2024/03/19 03:00,30.810168027105085,26.253668444618295,59.794574497376544
2024/03/19 11:00,30.93007324195022,26.38819917462482,59.64544759496466
2024/03/19 13:00,30.92548803615737,26.401977625079457,59.56793967079976
2024/03/19 15:00,31.004719589639066,26.483794819410257,59.65890561057522
2024/03/19 17:00,31.1174184176702,26.59119832361644,59.89943228170919
2024/03/19 19:00,31.004580296451017,26.475077114052855,59.893258022846666
2024/03/19 21:00,31.07940519914481,26.531616930432204,59.977119892731345
2024/03/19 23:00,31.108946733024446,26.547204736245366,60.12266986120893
2024/03/20 01:00,31.133187564971685,26.593620736930433,60.03860491042374
2024/03/20 03:00,31.21255271157177,26.66820503578579,60.02602030044073
2024/03/20 11:00,30.775381850887978,26.372451951341972,59.1655382762968
2024/03/20 13:00,30.68392592865904,26.34330331549262,58.89478405519149
2024/03/20 15:00,30.7259434268899,26.431223144010588,58.80270100504759
2024/03/20 17:00,30.69710805623936,26.393530233544418,58.04326937429903
2024/03/20 19:00,30.764617895338425,26.386446278719475,58.30225483993314
2024/03/20 21:00,30.786708983150913,26.403108837892045,58.58839256870658
2024/03/20 23:00,30.834010048750507,26.439428252413038,59.00035361431557
2024/03/21 01:00,30.868774634011395,26.47886046300566,59.07796878560004
2024/03/21 03:00,30.90816394398032,26.511094833026092,59.07016367261812
2024/03/21 11:00,30.305566251369335,25.889586099053005,58.556798738164055
2024/03/21 13:00,30.2151763846158,25.8009257149944,57.47676621497785
2024/03/21 15:00,30.276156508175223,25.884051631712463,57.160767872696105
2024/03/21 17:00,30.401496662459987,25.977907593434164,57.57109645050625
2024/03/21 19:00,30.525311926743974,26.0799682088553,58.12437324495308
2024/03/21 21:00,30.555349441031318,26.114063270401743,58.61469735897796
2024/03/21 23:00,30.590213443914635,26.17893827007157,58.651897330274856
2024/03/22 01:00,30.688172350053073,26.22868396259578,59.04348215842924
2024/03/22 03:00,30.736931312316567,26.284034425068533,58.96590767839085
2024/03/22 11:00,30.652529341722122,26.233489622605784,58.706999391272944
2024/03/22 13:00,30.562774575494814,26.135913297431156,58.4334076766678
2024/03/22 15:00,30.535697308616996,26.1002564843717,58.48245583763516
2024/03/22 17:00,30.607766916642746,26.134210603479456,58.7674818759522
2024/03/22 19:00,30.622079052698837,26.17152991776775,58.92976418153337
2024/03/22 21:00,30.67089225868981,26.20171588442023,58.97221371912837
2024/03/22 23:00,30.697832852290475,26.239041120751462,58.963269257399766
2024/03/23 01:00,30.737228312177102,26.271202996655834,59.000610128910694
2024/03/23 03:00,30.777301905109113,26.312501747284063,58.99784088670312
2024/03/23 11:00,29.84811913355764,25.479714969026883,57.490632701078255
2024/03/23 13:00,29.459660289468165,25.045990722907348,57.634797668393595
2024/03/23 15:00,29.49028752984647,25.05786941387135,57.46584499255244
2024/03/23 17:00,29.441812393828897,25.044279179761965,57.4574195357198
