Timestamp,10cm,50cm,100cm
2024/10/11 11:30,29.5,32.5,30.8
2024/10/11 11:40,29.5,32.5,30.7
2024/10/11 11:50,29.5,32.5,30.7
2024/10/11 12:00,29.5,32.5,30.7
2024/10/11 12:10,29.5,32.5,30.7
2024/10/11 12:20,29.5,32.5,30.7
2024/10/11 12:30,29.5,32.5,30.7
2024/10/11 12:40,29.5,32.5,30.7
2024/10/11 12:50,29.5,32.5,30.7
2024/10/11 13:00,29.5,32.5,30.7
2024/10/11 13:10,29.5,32.5,30.7
2024/10/11 13:20,29.5,32.5,30.7
2024/10/11 13:30,29.5,32.5,30.7
2024/10/11 13:40,29.5,32.5,30.7
2024/10/11 13:50,29.5,32.5,30.7
2024/10/11 14:00,29.4,32.5,30.7
2024/10/11 14:10,29.4,32.5,30.7
2024/10/11 14:20,29.4,32.5,30.7
2024/10/11 14:30,29.4,32.5,30.7
2024/10/11 14:40,29.4,32.5,30.7
2024/10/11 14:50,29.4,32.5,30.7
2024/10/11 15:00,29.4,32.5,30.7
2024/10/11 15:10,29.4,32.5,30.7
2024/10/11 15:20,29.4,32.5,30.7
2024/10/11 15:30,29.4,32.5,30.7
2024/10/11 15:40,29.4,32.5,30.7
2024/10/11 15:50,29.4,32.5,30.7
2024/10/11 16:00,29.4,32.5,30.7
2024/10/11 16:10,29.4,32.5,30.7
2024/10/11 16:20,29.4,32.5,30.7
2024/10/11 16:30,29.4,32.5,30.7
2024/10/11 16:40,29.4,32.5,30.7
2024/10/11 16:50,29.4,32.5,30.7
2024/10/11 17:00,29.4,32.5,30.7
2024/10/11 17:10,29.4,32.5,30.7
2024/10/11 17:20,29.3,32.5,30.7
2024/10/11 17:30,29.3,32.5,30.7
2024/10/11 17:40,29.3,32.5,30.8
2024/10/11 17:50,29.3,32.5,30.7
2024/10/11 18:00,29.3,32.5,30.7
2024/10/11 18:10,29.3,32.5,30.7
2024/10/11 18:20,29.3,32.5,30.8
2024/10/11 18:30,29.3,32.5,30.8
2024/10/11 18:40,29.3,32.5,30.7
2024/10/11 18:50,29.3,32.5,30.7
2024/10/11 19:00,29.3,32.5,30.8
2024/10/11 19:10,29.3,32.5,30.7
2024/10/11 19:20,29.3,32.5,30.8
2024/10/11 19:30,29.3,32.5,30.7
2024/10/11 19:40,29.3,32.5,30.7
2024/10/11 19:50,29.3,32.5,30.7
2024/10/11 20:00,29.3,32.5,30.7
2024/10/11 20:10,29.3,32.5,30.7
2024/10/11 20:20,29.3,32.5,30.8
2024/10/11 20:30,29.3,32.5,30.8
2024/10/11 20:40,29.3,32.5,30.8
2024/10/11 20:50,29.3,32.5,30.8
2024/10/11 21:00,29.3,32.5,30.8
2024/10/11 21:10,29.3,32.5,30.8
2024/10/11 21:20,29.3,32.5,30.8
2024/10/11 21:30,29.3,32.5,30.8
2024/10/11 21:40,29.3,32.5,30.8
2024/10/11 21:50,29.3,32.5,30.8
2024/10/11 22:00,29.3,32.5,30.8
2024/10/11 22:10,29.3,32.5,30.8
2024/10/11 22:20,29.3,32.5,30.8
2024/10/11 22:30,29.3,32.5,30.8
2024/10/11 22:40,29.3,32.5,30.8
2024/10/11 22:50,29.3,32.5,30.8
2024/10/11 23:00,29.3,32.5,30.8
2024/10/11 23:10,29.3,32.5,30.8
2024/10/11 23:20,29.3,32.5,30.8
2024/10/11 23:30,29.3,32.5,30.8
2024/10/11 23:40,29.3,32.5,30.8
2024/10/11 23:50,29.3,32.5,30.8
2024/10/12 00:00,29.3,32.5,30.8
2024/10/12 00:10,29.3,32.5,30.8
2024/10/12 00:20,29.3,32.5,30.8
2024/10/12 00:30,29.3,32.5,30.8
2024/10/12 00:40,29.3,32.5,30.8
2024/10/12 00:50,29.3,32.5,30.8
2024/10/12 01:00,29.3,32.4,30.8
2024/10/12 01:10,29.3,32.5,30.8
2024/10/12 01:20,29.3,32.5,30.8
2024/10/12 01:30,29.3,32.5,30.8
2024/10/12 01:40,29.3,32.5,30.8
2024/10/12 01:50,29.3,32.4,30.8
2024/10/12 02:00,29.3,32.5,30.8
2024/10/12 02:10,29.3,32.5,30.8
2024/10/12 02:20,29.3,32.5,30.8
2024/10/12 02:30,29.3,32.5,30.8
2024/10/12 02:40,29.3,32.5,30.8
2024/10/12 02:50,29.3,32.5,30.8
2024/10/12 03:00,29.3,32.5,30.8
2024/10/12 03:10,29.3,32.5,30.8
2024/10/12 03:20,29.3,32.5,30.8
2024/10/12 03:30,29.3,32.5,30.8
2024/10/12 03:40,29.3,32.5,30.8
2024/10/12 03:50,29.3,32.5,30.8
2024/10/12 04:00,29.3,32.5,30.8
2024/10/12 04:10,29.3,32.4,30.8
2024/10/12 04:20,29.3,32.4,30.8
2024/10/12 04:30,29.3,32.5,30.8
2024/10/12 04:40,29.3,32.5,30.8
2024/10/12 04:50,29.3,32.5,30.8
2024/10/12 05:00,29.3,32.4,30.8
2024/10/12 05:10,29.3,32.5,30.8
2024/10/12 05:20,29.3,32.5,30.8
2024/10/12 05:30,29.3,32.5,30.8
2024/10/12 05:40,29.3,32.5,30.8
2024/10/12 05:50,29.3,32.4,30.8
