datetime,alpha_one_RHOA_1,alpha_one_RHOA_2,alpha_one_RHOA_3,alpha_one_RHOA_4,alpha_one_RHOA_5,alpha_one_RHOA_6,alpha_one_RHOA_7,alpha_one_RHOA_8,alpha_one_RHOA_9,alpha_one_RHOA_10,alpha_one_RHOA_11,alpha_one_RHOA_12,alpha_one_RHOA_13,alpha_one_RHOA_14
2024/02/29 17:00,44.726513243792425,43.59605402364455,29.68765261420311,41.6776140246187,40.88271783610695,31.701389320638786,48.414107235120454,53.455602761031436,53.647834475487976,66.16134063461362,75.4242565165162,88.98500969479721,92.2283161091844,78.85778784493058
2024/02/29 21:00,46.07719226383104,44.12443007680305,52.448914598970795,52.44661289101635,47.864052974127446,47.750685861847174,48.90450131105506,54.361994645094306,54.55664149529193,67.5049965379021,77.46000719061412,91.74561273229152,95.50015073263823,81.15120285714366
2024/03/02 15:00,47.470895461868494,44.61746034843735,53.14352249661445,52.98062098554796,47.96829687001736,47.73035881136229,49.29848169359302,54.54847487181493,54.29413607336372,66.36720408239157,75.1191018668736,88.26792570162871,89.8964391936808,77.89757367117447
2024/03/02 21:00,47.79193410120404,44.8630387141643,53.03083278107349,53.10821656267656,48.14691444972764,48.144766735189016,49.394474393933244,54.912510151724014,54.57646484684012,66.44386392462602,75.05685464072153,88.59840936550339,90.28640867253665,78.02446344907759
2024/03/03 03:00,48.105842876029634,45.148879332627104,53.612304928512174,53.17141758185197,48.27137576283938,48.20651447092782,49.73051482164781,54.97024427917488,54.91925044293605,66.58746678396626,75.62309204946806,89.18288253799389,90.51621480968483,78.11106636691018
2024/03/03 11:00,47.60456000551859,44.680846362191716,53.282101069204366,52.430493835733174,47.92330289794206,47.85695832084283,49.26064886982209,54.85449338330979,54.39383734971403,65.63516135510353,74.19799621335517,87.46639014970444,88.72150777520706,76.78949641033998
2024/03/03 13:00,47.31156968780151,44.54290853817161,52.83313262787506,52.585302096995356,48.05944818032227,47.646750856570335,48.83868815772891,54.218494687536676,53.889680621405134,64.97099184551574,73.54893003698763,86.52610915955636,87.57529347982164,76.19315909163396
2024/03/03 15:00,47.249222634707834,44.63322826378113,52.989068859292026,52.078110934265744,47.779051783276024,47.3577988492757,48.66691670723465,54.0325609000119,53.730609852751655,64.58959074636729,72.99724923128856,85.66186348544494,86.96040882742591,75.62912418975728
2024/03/03 17:00,47.15640247788042,44.40265079359256,52.87345164863221,52.2570663695375,47.81555003819218,47.575213462514554,48.81090889948422,54.27661823142595,54.0186581093951,65.27179860532073,73.7661670763383,86.83171493793272,87.86648183891248,76.05948568045744
2024/03/03 19:00,47.451208241274486,44.78219985631332,53.247536523831066,52.66428295516973,48.25001384486037,47.56243286879391,48.9293838857325,54.47704835991642,54.24512450222461,65.40491156741662,74.25830842278793,87.44059458576177,88.53462015805097,76.28306895210032
2024/03/03 21:00,47.56450712788381,44.5092288242575,53.07957620302032,52.488424438937194,47.894734398272156,47.45998076426342,48.952519653399754,54.47340543194411,54.350601828059,65.54622035096646,74.6307237509917,88.0682740707625,89.16114756700527,76.6448836832267
2024/03/03 23:00,47.45875270583524,44.644884450004156,53.14475380357432,52.423401702679904,48.08932468085753,47.54098107579378,49.0849565287726,54.63196701239416,54.408255475412055,65.65810839814674,74.92537402415807,88.2131855538761,89.39283339325226,76.91543056983942
2024/03/04 01:00,47.750241668822916,44.701184961129954,53.45884387537167,52.660677211704204,48.37243769508568,47.702730359744955,49.11556335232155,54.45638416503899,54.63350883499844,65.95969451520654,74.99190593018861,88.81700539932362,89.86308885699441,77.03633515879322
2024/03/04 03:00,47.83179852427028,45.01566308134352,53.49045579691264,53.04171760740463,48.198435849198354,47.946604697741726,49.47015260843202,54.541440252282186,54.804508811400325,66.25934480940758,75.20324996407597,88.88214171246638,90.1148477511094,77.14594836187209
2024/03/04 10:00,46.92873051362107,44.09578628800471,52.44775867815134,51.92285666640766,47.5067926608441,46.99010229895892,48.45107293886474,53.65803649990667,53.48811633676175,64.19234481141714,72.8276714024334,85.69877804368942,86.26545193405478,74.67817071276832
2024/03/04 12:00,46.197828314975716,43.58582499722337,51.727400131382794,51.084383111445305,46.60820864327192,46.48197630465857,47.805175338153035,52.987260403818574,52.86512634665146,63.24859974207916,71.81639899581296,84.12171620972262,84.73363733681576,73.40099929018969
2024/03/04 14:00,45.432369830278134,42.972404051379364,50.984664465272246,50.08464362225464,46.24486738365778,45.72800924382923,47.065170080637266,52.33149568334051,52.14846253552844,62.185531305944316,70.56540440426268,82.22776618088895,82.9489259734655,72.08186238837094
2024/03/04 16:00,44.729321216863745,42.45445192311718,50.302853364961464,49.674593952470914,45.59728747445539,45.099454115187804,46.37121015323167,51.58399198706315,51.20937368067085,61.021743514901935,68.65128963504266,80.09947501889872,80.78881115012884,70.36794192049919
2024/03/04 18:00,45.075034841040804,42.62283163154501,50.8087383422926,49.90311893771913,45.784828386992345,45.2463743916755,46.60349778471544,51.83875827053374,51.693279667480624,61.4418045049731,69.44104032243396,80.87219798185778,81.59327407832377,70.79708374034203
2024/03/04 20:00,45.19816477430923,42.56416719052716,50.64524465030057,49.62065856328097,45.99793820106083,45.26142332085983,46.6914287821993,51.7976120271775,51.6205605243568,61.60028428868564,69.87532592548085,81.10437062827941,81.75790718240354,70.74482650237292
2024/03/04 22:00,45.14129546734126,42.75529972416596,50.759674529249075,49.69294932251669,45.859327840126674,45.3630774237175,46.727885524188835,52.08112603707788,51.86822043063606,61.761353549728724,69.8111122700004,81.0593038170053,81.72013108944437,70.76236712965081
2024/03/05 00:00,45.14769664085284,42.772475938168824,50.75863796981859,50.02272408681959,46.02908497166727,45.44268908666759,46.80902408146404,51.959847940151356,51.92069511740708,61.72404496372367,69.71465671256065,81.20931910078204,81.74351718793133,70.60172264642334
