 START RECORDING...


===============          ITM =          1, TIME =  1.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  1.562500E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.047


===============          ITM =          2, TIME =  2.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  6.250000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =          3, TIME =  3.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  7.812500E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =          4, TIME =  4.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          5, TIME =  5.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          6, TIME =  6.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          7, TIME =  7.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =          8, TIME =  8.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  1.250000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =          9, TIME =  9.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  1.406250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         10, TIME =  1.000000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.718750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         11, TIME =  1.100000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.875000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         12, TIME =  1.200000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.031250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         13, TIME =  1.300000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.187500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         14, TIME =  1.400000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.187500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         15, TIME =  1.500000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.187500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         16, TIME =  1.600000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.500000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         17, TIME =  1.700000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.656250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         18, TIME =  1.800000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.656250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         19, TIME =  1.900000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.812500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         20, TIME =  2.000000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.968750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.016
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         21, TIME =  2.100000E+01          ===============
..LoopStartLocation, Current_CPUtime=  3.125000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         22, TIME =  2.200000E+01          ===============
..LoopStartLocation, Current_CPUtime=  3.437500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         23, TIME =  2.300000E+01          ===============
..LoopStartLocation, Current_CPUtime=  3.437500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         24, TIME =  2.400000E+01          ===============
..LoopStartLocation, Current_CPUtime=  3.593750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         25, TIME =  2.500000E+01          ===============
..LoopStartLocation, Current_CPUtime=  3.750000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.047
..Loop_Ended_Location, CPUtime_Spent=      0.047


===============          ITM =         26, TIME =  2.600000E+01          ===============
..LoopStartLocation, Current_CPUtime=  4.218750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         27, TIME =  2.700000E+01          ===============
..LoopStartLocation, Current_CPUtime=  4.375000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         28, TIME =  2.800000E+01          ===============
..LoopStartLocation, Current_CPUtime=  4.375000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         29, TIME =  2.900000E+01          ===============
..LoopStartLocation, Current_CPUtime=  4.375000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         30, TIME =  3.000000E+01          ===============
..LoopStartLocation, Current_CPUtime=  4.375000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         31, TIME =  3.100000E+01          ===============
..LoopStartLocation, Current_CPUtime=  4.375000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         32, TIME =  3.200000E+01          ===============
..LoopStartLocation, Current_CPUtime=  4.375000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.062
..Loop_Ended_Location, CPUtime_Spent=      0.062


===============          ITM =         33, TIME =  3.300000E+01          ===============
..LoopStartLocation, Current_CPUtime=  5.000000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.047
..Loop_Ended_Location, CPUtime_Spent=      0.047


===============          ITM =         34, TIME =  3.400000E+01          ===============
..LoopStartLocation, Current_CPUtime=  5.468750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.078
..Loop_Ended_Location, CPUtime_Spent=      0.078


===============          ITM =         35, TIME =  3.500000E+01          ===============
..LoopStartLocation, Current_CPUtime=  6.250000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         36, TIME =  3.600000E+01          ===============
..LoopStartLocation, Current_CPUtime=  6.562500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.062
..Loop_Ended_Location, CPUtime_Spent=      0.062


===============          ITM =         37, TIME =  3.700000E+01          ===============
..LoopStartLocation, Current_CPUtime=  7.187500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.062
..Loop_Ended_Location, CPUtime_Spent=      0.062


===============          ITM =         38, TIME =  3.800000E+01          ===============
..LoopStartLocation, Current_CPUtime=  7.812500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.047


===============          ITM =         39, TIME =  3.900000E+01          ===============
..LoopStartLocation, Current_CPUtime=  8.281250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.062
..Loop_Ended_Location, CPUtime_Spent=      0.062


===============          ITM =         40, TIME =  4.000000E+01          ===============
..LoopStartLocation, Current_CPUtime=  8.906250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         41, TIME =  4.100000E+01          ===============
..LoopStartLocation, Current_CPUtime=  9.218750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         42, TIME =  4.200000E+01          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         43, TIME =  4.300000E+01          ===============
..LoopStartLocation, Current_CPUtime=  9.687500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.031
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         44, TIME =  4.400000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.000000E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.062
..Loop_Ended_Location, CPUtime_Spent=      0.062


===============          ITM =         45, TIME =  4.500000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.062500E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         46, TIME =  4.600000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.078125E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         47, TIME =  4.700000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.078125E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         48, TIME =  4.800000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         49, TIME =  4.900000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         50, TIME =  5.000000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         51, TIME =  5.100000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         52, TIME =  5.200000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         53, TIME =  5.300000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         54, TIME =  5.400000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         55, TIME =  5.500000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         56, TIME =  5.600000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         57, TIME =  5.700000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         58, TIME =  5.800000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         59, TIME =  5.900000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         60, TIME =  6.000000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.093750E+00
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


